artist_id|artist_name|artist_no_songs|artist_no_followers
07XSN3sPlIlB2L2XNcTwJw|KISS|7|0
0rhGLV687CCwGfeJYXd176|The Beatles Tribute Band|2|0
3rfgbfpPSfXY40lzRK7Syt|Barry White|3|0
33GcGWdkLIqp0Pj74Bc2Qn|Mud|1|0
6jsjhAEteAlY0vCiLvMLBA|ROZES|1|0
7dc6hUwyuIhrZdh80eaCEE|Fedde Le Grand|3|0
3Kf7VEIRWquxrNIuyJZnfF|Cornershop|2|0
3UhIlk54Oe4ja06V962ptU|Triggerfinger|1|0
2EfG2EoT8GFJrMiilbTVl2|Donna Lewis|1|0
5Pwc4xIPtQLFEnJriah9YJ|OneRepublic|8|0
1rAZr0bwMTcobwrOFHhfJr|JinSoul|2|0
7t5H3uQv0Zw6cQUnSTF5BB|Brave Girls|2|0
1j2WhcTW00Zd2SjFYsJVc6|#NAME?|1|0
1BvbnbXDGovujdQHGLTINu|Hari Krishna|1|0
4SRu30ha29UIjETfV7fZ8O|Haridas Shinde|1|0
4Dc69GLJaUvcn5b81Tmf2m|Moni Gopal|1|0
4mBxoO0pAcMbAwuTcrcLMc|Alisha Chinai|4|0
1cfG7UM0OD4O1II1nd15Qo|Ash King|6|0
569HpIMkeUbJ9TsTmmSwSV|Marriane D'Cruz|1|0
4bvGDTEPFnllKiJaEZGuXk|Achint|2|0
0ZwLuYX3Fe14PhonPeqd5X|Surbhi Jyoti|1|0
4ZPpGYjIb5caOhHhQANO8P|Prem & Hardeep|1|0
3v3HUNVVwuznsoJDXPx89L|Mark|1|0
4CQ3OkjfQPYVQTM8Ekts7b|Balram|4|0
72fjH95OAer1Y0g78l5QaM|Roshan Sebastian|2|0
6B99xIRTqowCDs3ASk3WdP|Swagatha S Krishnan|1|0
3Y10boYzeuFCJ4Qgp53w6o|Scissor Sisters|5|0
2UBTfUoLI07iRqGeUrwhZh|Steve Earle|3|0
3iDD7bnsjL9J4fO298r0L0|Chicago|4|0
5KnLt0VENhwsfmQL3y2nsY|Michel Fugain & Le Big Bazar|1|0
1gRNBaI4yn6wCCTvRhGWh8|Don McLean|2|0
1boeLcCbgbqwrnhJzdtFKe|MC Joe|1|0
3q7isf09BuwXLyR2khBs60|Khia|1|0
2tUGlReCZRMoRgl0IS79i3|No Mercy|1|0
2aaGbpl5Y2ykZsNFZM6ofw|Jill Johnson|2|0
5xUf6j4upBrXZPg6AI4MRK|Soundgarden|3|0
4Rq8yE7md0yB7M6k04SNWi|Lakshmi Manmohan|1|0
0g5fVrrOznFqf7yfnLd8sE|Nadeesh|1|0
3W6xwT7LnBITpBcqdRq3lm|Amanat Ali|2|0
6WnsAaxCUGsAVmFejgAnFl|Kishore Kumar, Manna Dey|1|0
6iv4lysB1yHXoZJ2gfqTdh|Shashwat Singh|1|0
4n32jWbOVtfNDsOJAGQJcs|Yogi Sekar|1|0
1Ju3SIITQWtyT3SOnONE40|Pooja AV|3|0
22KTsf5b5SeYNOypXpyYBr|Tejaswini|1|0
1BwHztAQKypBuy5WBEdJnG|Jennifer Warnes|4|0
4S9EykWXhStSc15wEx8QFK|CÃ©line Dion|6|0
3dE92yGWcrboP1kC5SWyqu|Todd Terry|1|0
6sFIWsNpZYqfjUpaCgueju|Carly Rae Jepsen|2|0
4V8Sr092TqfHkfAA5fXXqG|Luis Fonsi|1|0
2rC7eyIFrDIYnFsxsbSxF5|The Mad Stuntman|1|0
6oMuImdp5ZcFhWP0ESe6mG|Migos|1|0
30AzZL0valZQ62OIQiFWvk|Beverley Knight|1|0
2sgikskblKZFbDpsYO9anB|Milk Inc.|1|0
0PnNyzP7CgoDXZHr6cWOyq|Tommy Nilsson|2|0
06bun5reMRmLxFCbcB6UHW|The Tech Thieves|2|0
4e7fpizWnn5UzKBzZ4zl4f|Vijay Bhate|1|0
0iwekr9gF9bLDpp7EzYsJs|Hari|1|0
25rsxpP5LyMKwx6AHqYP9p|Gautham Karthik|1|0
2sIx6SmAMw9IBySG3Uj0jf|Soul II Soul|1|0
5pf1217gT8zcjOFc7oMi47|Opus|2|0
0Xkd9GsWwOYETVF0kPXZIG|Amanda Lear|1|0
306JHpIRGVaQd6OltnOzUO|Nine Days|1|0
64rxQRJsLgZwHHyWKB8fiF|Eiffel 65|1|0
6H4lieipng8aGu3Hbd1UeJ|Shayne Ward|1|0
1GxkXlMwML1oSg5eLPiAz3|Michael BublÃ©|6|0
3pPClIZCqgahG8bguvacGh|American Song Contest|1|0
2AGxU7q0xWss9jkiTPmxH7|Lionclad|1|0
5qQVMvDtASDmERUI9LlbgH|Beat Minister|1|0
4nVa6XlBFlIkF6msW57PHp|Hanumankind|1|0
1T3PB94fAdd5wFHcEA32xB|Arun M.C.|1|0
4wcOP8yrDPPNDzoK0SqbX2|Sooranna|1|0
5FOhBMFQo0pDhvISlFmxdi|Radhan|5|0
7GukH9jLUDZnIetjYfV704|Sai Karthik|1|0
7ho6U1pgk5AfbhhoS3qggE|Jyoti Noora|1|0
4Gs10cUwZPzeWxhwPJ6Jju|Vinaya|1|0
2FjkZT851ez950cyPjeYid|Bobby McFerrin|2|0
5PfGQ1ZADHPl42iFtJX1wF|HERBIE|1|0
1EN7GOzx8aDpiIbVVmQaaC|Ann Lee|1|0
4jFkB3Lzjku9SFKUTP33WV|De Dijk|1|0
7Bu0r4MCDX3sbhcFD5IXyx|YUJU|3|0
0izin2ZW9g61JQ3hx8H8C6|Ankitha Kundur|1|0
42mDOvp3BiaMBM3ae4zWwV|Leslee Lewis|3|0
4he4246npyuyJ0WMgfuMHe|Gopal Rao|1|0
4RVBHXd0cu2qrEyv8jVjQZ|Marianne Rosenberg|1|0
71lGEtP9qYXDsSXjfexTqO|Sonny & Cher|2|0
47qTcvYlqJGAEsCI7BcENC|T'Pau|1|0
132bJRT4s9nJz1CwLlfzFT|Beverley Craven|1|0
13ubrt8QOOCPljQ2FL1Kca|A$AP Rocky|1|0
2tbvDi9eXf9XXp06LupkED|Alice Deejay|1|0
7fObcBw9VM3x7ntWKCYl0z|Colby O'Donis|1|0
1MPcILKoMCJym9KscdYxuM|White Town|2|0
2kTn692duPSkqN6czSilyk|The Triffids|1|0
6HaGTQPmzraVmaVxvz6EUc|Jung Kook|2|0
3Q80PCEUBCiRhLSWdQApNt|Jakes Bejoy|3|0
3Xh6eQ2RZtdSvsbpLHFKu0|Prince George|2|0
7xLkvTKIVGsWn2TyhaQh9k|Asima|1|0
4zQpCebYLmlfG8Cw43xdtZ|Sanjana Kalmanje|1|0
5Ljk2MIIax91pypZ9Wcgaj|ADK|1|0
4ZYjW9vY2BTk1er3xomkwI|M|2|0
6qfKnsgz1CwyqA7lTdieRJ|Third World|1|0
6OIGL9Nup38gltefka4ewv|Flowers|1|0
1h8YIw9HLr6E8gdXVDRbVJ|Big Country|1|0
07L83EoUm3JoJ9Mf6tZJtZ|KASIA|1|0
6UZ0ba50XreR4TM8u322gs|JISOO|2|0
3uHUKCspaCzAab9A3LlGAr|Mankirt Aulakh|2|0
56EYJpiVegJzwnteP5z6YF|Madhukar Anand|1|0
3TeE8UbDna6eR1L3P5lNGc|Shivani V|1|0
0H50J2JBGvMud4sNbRaWjI|Bernard Edwards|1|0
2DghgxF3jV3G5xfcTpZpKr|Re Beatles|2|0
3sgFRtyBnxXD5ESfmbK4dl|LMFAO|1|0
45InkbGypoMk5nVX6dsHkt|N-Trance|1|0
4AXX8UN3xaPrxHSqrgE3Ta|Reel 2 Real|1|0
2TL8gYTNgD6nXkyuUdDrMg|Jasmine Thompson|1|0
3kcqSqWEss8JZtHBE5IJzZ|Another Level|1|0
50D213xbjsM2PiMW9Fq10H|Rinu Razak|1|0
3wLjyuYwmYs1I8QRNLGW64|Shankar Madevan|1|0
6hyCmqlpgEhkMKKr65sFgI|Yohani|1|0
67JTASL58iGYsnZh4ZUgYC|H. Priya|1|0
6IYnSXO40Bh7Zdqhf6rQoj|Alannah Myles|2|0
0PEfbjTw85CAN5G0lz9n3p|Pete Konemann|1|0
4Q6nIcaBED8qUel8bBx6Cr|Jax Jones|1|0
3P3RdEfqD4cdcmenFZB1ok|PRODUCE X 101|1|0
5PrUbN9No9V9eVibPczVe2|Biju|1|0
4c29UldvyWU7vZpIlAkpjX|Ravneet Singh|1|0
7sD85bE02V3ZatkY4GUWZl|Chaitra H.G.|1|0
6ihHfDQz10fjnPrxvkY278|Amrita Pani|1|0
37EzAt7SvTudLGdMyY1scJ|Maaya|1|0
0ZEiDnkNsdY6IXWUjWuBU2|Raashi Sood|1|0
2HcpPno2Aejd2XpN0nDxV9|Studio 99|1|0
7FhrJLDe6bQ0Hqt9Wf7zXh|Paige IV|1|0
33zLgL7tT1vg7eRpWYX5uI|Lars WinnerbÃ¤ck|2|0
7sJ9LR0mCMgFlzJ6Y9xP64|Ben Harper And The Innocent Criminals|1|0
5t1uryofgueHrjrryqX8vM|NINGNING|1|0
5iKOmg1wFizVwajKeiyzvf|SIYEON|1|0
7nMU4JggY9X3ufAlZ3Q2b2|Fateh Doe|1|0
4BTpn8TkJe0FnqlpTY1ZJ2|Amrita Kak|1|0
4lG71rnC7sx25oeByeSEYe|Nick Launay|1|0
63wjoROpeh5f11Qm93UiJ1|Keri Hilson|1|0
2x8KDZdSONA3872CnhaAlX|Styles P|1|0
4K3NWDwBIxgktui14SccR2|The Vapors|1|0
3wury2nd8idV4GecUg5xze|Primal Scream|2|0
5ny07v4RRsvdv1uQVplMry|Brian McFadden|1|0
6OgklJh1e1Z9S1Q2IQsHgy|Imad Royal|1|0
5clV5I50OxxG9JGGxeW0C9|HaSeul|1|0
52bD0lfgcUwxbQMrCrYMRd|Mayzin|1|0
4T8NIfZmVY6TJFqVzN6X49|tobi lou|1|0
2qliAtSG1g3QsE7E8EExnp|Ninaada Nayak|1|0
2Bu3DMTHHdXW4jnhoWHhPa|Chorus|2|0
6jdObwsrIjSRnBbMw6lPBj|Seals and Crofts|1|0
27XI002zivG9xuzrZ9dIb1|Millie Jackson|1|0
0O0lrN34wrcuBenkqlEDZe|The Psychedelic Furs|1|0
1osZFzamKEXNoYk7HzWbDe|Sunrise Avenue|1|0
1OVISdwnwodyhVwFzFMiFY|Sayali Pankaj|2|0
0uWl5BUPnXzE2RWQEprHyF|Suzanne|1|0
6Plf8yDtRVnYcYDvlhfkRd|Rohail Hyat|1|0
3XGBZeimYdPt1rLdy0JqrQ|Billy Thorpe|1|0
29tN6dpjDGnlr6QkCSOemd|P Jervier|1|0
3xRvSWs691F5a9JpjvupJW|Yusuf|1|0
0m5ETFICJLAg6ageqa9FgZ|Hangzoo|1|0
7M1gYudbPTr899NHeTOEHY|Varam|1|0
7pN9DLRuxE0QBCzg5GZpFv|Venu Srirangam|1|0
2Y1QISfKRP3jhGGACnzKzB|Hari Teja|1|0
4tejKImNVmDcORNBuZ1l14|Kala Bhairava|8|0
2NoJ7NuNs9nyj8Thoh1kbu|Hariharan|66|0
12l1SqSNsg2mI2IcXpPWjR|M. M. Keeravani|15|0
29umRgJCe6MeepDOqSaiRb|Deepu|10|0
7zFlr6Y537SdALqy0Xfvth|Ranjith Govind|54|0
1mYsTxnqsietFxj1OgoGbG|A.R. Rahman|124|0
1TbRSunWGZ46mqnapcWxrm|Salim Merchant|13|0
2LgKrgRJcbJlt14i1LTzDU|Amit Mishra|5|0
3eDT9fwXKuHWFvgZaaYC5v|Sunidhi Chauhan|46|0
4oVMLzAqW6qhRpZWt8fNw4|Kailash Kher|17|0
6ohaQzKaXrobAL8paLSaxq|Salimâ€“Sulaiman|15|0
0yRC5n90spXG0d3aiDQ0vB|Gulzar|8|0
4fZC6qJdzLtuN76WtWcAJg|Raj Sodha|1|0
3dN9MQpjIyNxyeRfz4EDZe|Rochak Kohli|5|0
2ZRrPOjBIWoKK5rHedLijj|Abhijeet|11|0
6DmKvvaXUkECvkUozzpuQb|Shankar|1|0
4iSuA9HopwbfSWeS3pxdDR|Kavivarman|1|0
7zFBW2JxM4bgTTKxCRcS8Q|Hiphop Tamizha|13|0
2qJHWT6Ov9ZZvuQx1h7mNn|Madhu Balakrishnan|6|0
76Z6SMQPibr8qI24AhdvbJ|Rakshita Suresh|7|0
5sHPYevv4ykaH79HIHqBDP|Yothu Yindi|3|0
2y8Jo9CKhJvtfeKOsYzRdT|Rod Stewart|10|0
3eqjTLE0HfPfh78zjh6TqT|Bruce Springsteen|26|0
2sd9Q3r0Jhqpe3w9WVuG43|Crystal Waters|2|0
4lxfqrEsLX6N1N4OCSkILp|Phil Collins|21|0
4hKkEHkaqCsyxNxXEsszVH|John Travolta|9|0
2aXiJJHJei5BmCykxI37y0|Gladys Knight|1|0
5gCRApTajqwbnHHPbr2Fpi|Juicy J|1|0
3CQIn7N5CuRDP8wEI7FiDA|Runâ€“D.M.C.|6|0
3GBPw9NK25X1Wt2OUvOwY3|Jack Johnson|3|0
7udwYystFcvYziV36ZIwuh|Hunters & Collectors|10|0
7FxMjqH6DH056sdsstGeVl|Debbie Harry|2|0
74XFHRwlV6OrjEM0A2NCMF|Paramore|3|0
3OsRAKCvk37zwYcnzRf5XF|Moby|5|0
3NRFinRTEqUCfaTTZmk8ek|Savage Garden|14|0
0z5DFXmhT4ZNzWElsM7V89|Erasure|4|0
0lVGx5D7ylaycWxIdGXMt0|The Pursuit Of Happiness|1|0
3qm84nBOXUEQ2vnTfUTTFC|Guns N' Roses|29|0
1qBsABYUrxg9afpMtyoFKz|WayV|35|0
2dIgFjalVxs4ThymZ67YCE|Stray Kids|216|0
4SpbR6yFEvexJuaBpgAU5p|LE SSERAFIM|7|0
0tRFWXqKBBQcu5oFVOgVzX|Jaira Burns|3|0
6cK3NBO6uP7hh0oyuVELFl|Saweetie|1|0
7AKHnZVqwXYuUwWJ8UGL5q|Girls' Generation-TTS|1|0
2hRQKC0gqlZGPrmUKbcchR|SHINee|12|0
1bkpTEmumLC3xc7HgMsttU|INFINITE|3|0
1eTft3tXynrKdo6XD7QHLL|Moon Byul|14|0
3oh2ZIGpgdEyhfggcVjrWE|BOY STORY|24|0
71UIOLnsacxQHlU55TvfiH|Da-iCE|54|0
73kxDUq2Hl7Upy4o0yFxXv|INI|26|0
3n1yZfKIQhSaPjF1LZBhxy|Lola Blanc|1|0
1dqPqXbxxYtCtLbKeAN2Ss|Akull|4|0
2q1LRGJHpFxovU8Tz6OgRn|Ravi Basrur|11|0
4oWm9HMj4KdfkKc1CTd9UP|Diptirekha Padhi|2|0
3PgeUFj9oHU4K4RGaITz2f|Paresh Kamath|5|0
5OTt6O4Q22YsqZDaWV6FqC|Bombay Jayashri|17|0
5tvfyAT4aOIOkumo6vw1yL|Arjun|3|0
4Gpg2ihXpXAkCB3osS29Q3|WeWakeMusic|1|0
3AMxH9QIPZbK8ND8C9j4Ss|Mani Sharma|12|0
03iJDZgebs4CLNrriGzyw4|Bhavatharini|5|0
3EZ8aT3aObfRe1JMu3gJ2t|Groovezone|1|0
4tZwfgrHOc3mvqYlEYSvVi|Daft Punk|6|0
3DmG65yHQsMms7WAvrZOdt|Enigma|2|0
4iHNK0tOyZPYnBU7nGAgpQ|Mariah Carey|8|0
3Ayl7mCk0nScecqOzvNp6s|Jimmy Eat World|1|0
0ZED1XzwlLHW4ZaG4lOT6m|Julia Michaels|2|0
2DlGxzQSjYe5N6G9nkYghR|Jennifer Lopez|9|0
5pUo3fmmHT8bhCyHE52hA6|Liam Payne|1|0
0VRj0yCOv2FXJNP47XQnx5|Quavo|2|0
6DCIj8jNaNpBz8e5oKFPtp|The Cars|11|0
53A0W3U0s8diEn9RhXQhVz|Keane|7|0
0dhxm9QdU7nzflPS6xGQ8P|Vonda Shepard|1|0
1riHqX633Kup3mJAw8WR8p|Kenny Wayne Shepherd|1|0
4gOc8TsQed9eqnqJct2c5v|K/DA|7|0
6gzXCdfYfFe5XKhPKkYqxV|SUPER JUNIOR|12|0
6yt8DCG60vKuXaVrPUKekj|Apoorva Sridhar|3|0
4JFVZaGeqeKsZTec9xdUwc|Prashanth Techno|1|0
1BIAyVQxDuYrMqZ8H1Faja|S.P. Charan|21|0
6sbllq9bBkG7jURD7SVKrH|Muralidhar|3|0
5IfJHO9jIE1GVuC517P3nr|Jaz Dhami|3|0
1HUZ6vfsSWpfLoxjgDavEB|Devan Ekambaram|14|0
0qS0rxCY4YfrUx9GCTlDIW|Malaysia Vasudevan|2|0
0urTpYCsixqZwgNTkPJOJ4|Aaliyah|1|0
165ZgPlLkK7bf5bDoFc6Sb|Limp Bizkit|3|0
3Y3xIwWyq5wnNHPp5gPjOW|Kenny Loggins|5|0
2Mu5NfyYm8n5iTomuKAEHl|Ms. Lauryn Hill|5|0
320EPCSEezHt1rtbfwH6Ck|The Monkees|3|0
7xkAwz0bQTGDSbkofyQt3U|Belinda Carlisle|6|0
0EyuKHE1AeE9lWUF8mzKVp|Fuel|2|0
2urZrEdsq72kx0UzfYN8Yv|Spandau Ballet|9|0
7CHyBozKp1BslZMgG94vIi|FÃ©rrÃ© Grignard|1|0
40oYPr305MsT2lsiXr9fX9|The Boomtown Rats|3|0
5CCwRZC6euC8Odo6y9X8jr|Rita Ora|3|0
19xz1vcuKNjniGEftTOSSH|The Weather Girls|2|0
0FI0kxP0BWurTz8cB8BBug|Mark Knopfler|2|0
2bTRAe60ZJAvK6sRQqtURm|Christopher Fogel|1|0
0qr7Rhj0yU7BPySYecNUlm|KWON EUN BI|3|0
2YXlVLKq3X3soXd2aXUtIT|JAMIE|5|0
30b9WulBM8sFuBo17nNq9c|G-DRAGON|1|0
7jPVuaaHLs4QVSuN561jZt|Jessica|1|0
2xPc9Yvp2U0uUYxZdvFLOz|nomad|1|0
38wxcfNEqMwuPniHvplin5|Neoni|10|0
4xbLzGsR7W5QMlLS08BNGt|Naveen|10|0
1fTMfqHcXtTa0G42Wu7qH5|Nawab|1|0
0vwU0F5pTEFlcpz2hFqcEF|Simon K. King|1|0
1F2wP5FETXLZUrz2EHRpFj|Nayanthara|3|0
0aFGod7DM6b3O5l1AmvFwK|P. Susheela|2|0
4CNwQfjvkAPUJ7Rw9CwygW|Kriti Karbanda|1|0
69PTuf4WpmquWtR8AU6mKt|Darshana K.T.|1|0
2nWYQRy7Ikh7CyWnvZZouD|Mohana Bhogaraju|5|0
6mdiAmATAx73kdxrNrnlao|Iron Maiden|3|0
1aTjB39eq6n3HcA8MbGpGp|Sonia Dada|1|0
5hQCwevTf03u1rECrRMeop|Grandmaster Flash & The Furious Five|2|0
5nqr3PugZYyBcQrnKtFkAu|Creedence Clearwater Revisited|1|0
711MCceyCBcFnzjGY4Q7Un|AC/DC|14|0
4QTVePrFu1xuGM9K0kNXkk|Dexys Midnight Runners|3|0
090VebphoycdEyH165iMqc|Shirley Bassey|1|0
4bL2B6hmLlMWnUEZnorEtG|Felix Jaehn|1|0
1zTAQ6zkGz2L2i6lfR30EX|The Presets|4|0
4kI8Ie27vjvonwaB2ePh8T|Portugal. The Man|1|0
4uN3DsfENc7dp0OLO0FEIb|Sugar Ray|2|0
32lVGr0fSRGT6okLKHiP68|Taylor Dayne|1|0
1hJuGCUpefX24GFmss9bjH|Amy Macdonald|3|0
7rZNSLWMjTbwdLNskFbzFf|Sugababes|7|0
6GMYJwaziB4ekv1Y6wCDWS|Soulja Boy|2|0
3HVwgnV1o8772u3BtdhcHF|Arvind Venugopal|2|0
1c5o9jtHS8RF86UvHeDZV6|Midhun V Dev|1|0
4Nu9oUFpAZ5UqIOnGcQTnO|Skd Raj|1|0
4374DY0rBAi0pCV6F9i00Y|The Range|1|0
4mYFgEjpQT4IKOrjOUKyXu|Wheatus|1|0
7Ip2u3e5Nv6fFb5xyIHxEE|DEV|2|0
3sFTupo9UGgrujjN21BjwR|Gossip|1|0
66CXWjxzNUsdJxJ2JdwvnR|Ariana Grande|7|0
3vAaWhdBR38Q02ohXqaNHT|The All-American Rejects|3|0
0yNLKJebCb8Aueb54LYya3|New Order|3|0
2TPyCsRoh2tjeZLTQ2ojlj|John Waite|2|0
3JxCEqL9zjKnDJgUhRuRJD|Neneh Cherry|1|0
6fJM13619LsYtyPqHvsf6A|Orup|2|0
7kCL98rPFsNKjAHDmWrMac|Nik Kershaw|2|0
1n5bJedLOqoOtSh5eAhoo9|Addis Black Widow|1|0
1255GTUKNCLCTvH9ctD4cT|Dru Hill|1|0
0CJkEzffVZLgav03xXeC9s|PIXY|1|0
3UwlejyX2b458azZ7eCnHb|HyunA|8|0
2XrCYhwuq6x15QFddD1gQv|Second Aunt KimDaVi|1|0
0PX6YcwHBPit8L5AV3mTzg|Sunitha Goparaju|1|0
26FsIvdczntiZCsifDzKOK|Pawan Ch|1|0
1WTFOsRsg1Vzx5NzyE53JR|Abhay Deol|1|0
5wJ1H6ud777odtZl5gG507|Vishal Mishra|2|0
7LggOfoAziKCJPs9APkOHe|Raghavendar|1|0
25IG9fa7cbdmCIy3OnuH57|The Chicks|2|0
7MdthKITrvbzo6v1PG80Te|Andrew Strong|2|0
6Ty2ZIBP0QoT4O1Rz7kFEH|Live Wire|1|0
6twIAGnYuIT1pncMAsXnEm|Commodores|4|0
0543y7yrvny4KymoaneT4W|Peter Frampton|2|0
4D75GcNG95ebPtNvoNVXhz|AFROJACK|3|0
6NXk2pLFocS2OkNdT7ncBt|Trevor Guthrie|1|0
5schNIzWdI9gJ1QRK8SBnc|Ben Howard|1|0
5lPsVvHVDr6R5mDxRUXdOs|A1|2|0
5F3vxcxaUsLq1Xtltrm9hL|Linda & Velvet|1|0
2RlWC7XKizSOsZ8F3uGi59|Ammy Virk|3|0
0LikRZIcLgKr4L7a37xpmx|Harjit Harman|1|0
4BcRnjVd7H7nlgcEPNFIPw|Pradeep Prabhash|1|0
6je2NO6svM8SvUA32NfmHX|NTR, Rasi Kanna and Nivetha Thomas|2|0
3qdu3XhzSzkRhbwdFKnSuw|Sajid-Wajid|1|0
4To4RYYWMcQx2XIZRlkgwj|Ujjayinee|1|0
3w277raenZNQPvrbv1DoMs|Masala Coffee|1|0
6wrAB0HbjDGDXp0GdvqJqq|Madhura Dhara Talluri|1|0
7BEfMxbaqx6dOpbtlEqScm|Captain & Tennille|1|0
6xeFne1rkxMhKSW3ipvkdV|Toploader|3|0
23wr9RJZg0PmYvVFyNkQ4j|Gary Moore|4|0
3nlHsNqwCSvT988ZfSW1Yh|Ronan Keating|8|0
0t1SWo8gEEppMdY6IEzRsl|Ratheesh Vega|1|0
4BM7NmIAQhLl7uzZeC6Z3E|Jasmine Munns|1|0
68RgpqZDdggqJAOtvpleSk|Amala Paul|2|0
1FWl7I9wJpb7Bhhutef4Xe|Taaruk Raina|1|0
4578gOJB66pNtL4Oqi09uI|Bellie Raj|1|0
1GofTjmdzOjxQojvoMxgfi|Abhishek C S|1|0
1aY5N19afqBOiMP5GefAnK|Salinisingh|1|0
6V6WCgi7waF55bJmylC4H5|Gloria Gaynor|3|0
287jMoxHzjERgHI6ja8TKa|Candy Dulfer|1|0
573nSltoBinkbQXk5JSY9U|Flash and the Pan|1|0
5JZ7CnR6gTvEMKX4g70Amv|Lauv|3|0
2vjeuQwzSP5ErC1S41gONX|CHANMINA|1|0
3npc7wJpnakp1HiUo0qij1|Harsha Vardhan Raj|1|0
3CNiyN6jz0he30QrAXDQUw|Esha Suchi|1|0
5i3cSIE4DG6LrWAb3pCeQ0|Yamini Ghantasala|3|0
5yHnIri2Bj5Ysuaki6VOVy|Swapnil Bandodkar|2|0
38lgkItatcpCc0I9hV4nEr|Ali Azmat|1|0
5g5qHs46U60cKngJynkiTq|Kalyan|1|0
1Fmb52lZ6Jv7FMWXXTPO3K|Joan Jett & the Blackhearts|2|0
6z7wrwE2QW7Keb9ozoF0rg|The Babys|3|0
25u4wHJWxCA9vO0CzxAbK7|Lukas Graham|1|0
5yG7ZAZafVaAlMTeBybKAL|Iggy Azalea|2|0
4EzkuveR9pLvDVFNx6foYD|James Bay|1|0
09NEIWHdaWneBWsjYdDnwz|Custard|1|0
10hnt5byoob9FKHUN8Awfa|YOO YOUNG JIN|1|0
7tCg9aiVKZ5Cmhbfb7UoqM|8TURN|1|0
7I95CM75shzCjHuTzrepjM|Nova Twins|1|0
33p5jCh7yjyDYsMrmWjXA9|MR. & Mrs. Choudhary|1|0
79T5nSNxGVoP9EXKTe0j7o|Rakesh Chatra T K|1|0
0ShpUBeoeKyvZDJa6bfnA2|Lopamudra Dash|1|0
1eHyfP4EF9yIXIvu2UkC9J|Sital Kabi|1|0
6IZpbQfhhuVVPlDvdQ7hrM|Bharath|1|0
1jGQJi1TjjXhshl1lbjfpN|Mervin Roy|1|0
1Dzj3NhQ0qyVzAcZMlDdqL|Pavithera Renuka Michele|1|0
4PY2xnTu90K0hvkgcljRJl|Deepthi Suresh|2|0
5K0rbdBrs2tNXe5LeWMATT|Bootsy Collins|1|0
1bdAJUX6JPsnYHbTl5jbk6|Joan Armatrading|2|0
4yNCQkdoCZc8CAip7SR0C9|Gary Numan / Tubeway Army|1|0
2wMcQIxzH2LYHJZNxo9FcN|John Paul Young|3|0
0S1SjYebdSaiMpI8xSW2Wb|Donald Fagen|1|0
6KZDXtSj0SzGOV705nNeh3|Kid Ink|1|0
3uuPMhG3hFjDQwMat8Zj9b|A.B. Logic|1|0
3uL95h8ee6BKDraIK3FWLi|Wayne Wade|1|0
62QZPjYQMoo5g56FP9Webq|Laleh|1|0
6IBNZlx6x6TbLUIJhXT4xV|Linda Bengtzing|1|0
0Ol3Jol2T3lZZVLNNzWPhj|R.I.O.|1|0
2eRjqXdTsssjpimRlz1i41|H.I.N.P (Hot Issue of Ntl. Producers)|2|0
63KBriFs1LjmlmpJxtro6T|Sruthi|1|0
6KjiNHnbm1CNrIN0z7wJtO|Sinduri Vishal|2|0
6q29t5RuXxlBuqIZsOMQss|Priya Saraiya|4|0
67MuCsoVbUNiltSTIzIq9E|Sarbjit Cheema|1|0
2bgedszFVmHCgoqkAUXrBf|Santosh Hariharan|1|0
2MPdHKsDL3AQ1dfKfCjbr0|Mahalingam|1|0
0VyhYyWWF5yYomHQR4hCMl|Christine Anu|1|0
05oH07COxkXKIMt6mIPRee|Brandy|1|0
0krCd0zVANPv9ryri4T0TO|Michel Sardou|1|0
7isSKzkNHe3Tsmht2ar6Ai|Toontje Lager|1|0
4ofqDJW8PTs5YGdO0QZ55A|Maya|1|0
3JXnjuv4hBqQKOVzJg74Lt|Army Of Lovers|1|0
0LWRoCafDnlJiquk5fHWdl|Vijay Chauhan|2|0
6TcnmlCSxihzWOQJ8k0rNS|Third Eye Blind|1|0
3xgj17ZsWxxU86S4qlWvOi|Yello|1|0
0ZHSfpEoLBzYzQXYEhWSvJ|Sam Obernik|1|0
4TYswX6bKUjM9rbEL7CMBH|YEJI & RYUJIN of ITZY|1|0
1MAUqH0haKBYbjpknTfreY|PENOMECO|1|0
329e4yvIujISKGKz1BZZbO|Farruko|1|0
2DbeRqLfqFflN5H8eYakCy|Udith Narayanan|1|0
57YUzjAZM4L84yMIkc9obC|Prakruti Mishra|1|0
3LZk4XIItT6tRnrVXQRZAq|Kittu Vissapragada|1|0
31NtATgKUjgMxHFhOOLEGR|Robert Uhlman|2|0
7hXepfsXuw5GC4xuaXe5bL|Locharna Puravalan|1|0
0KyCXNSa7ZMb5LydfKbLG3|David Lee Roth|1|0
7csps3rrXHbv6Xnom2Ntjl|Sam Morrison and Turn The Page|1|0
4VIvfOurcf0vuLRxLkGnIG|Bradley Cooper|1|0
7gP3bB2nilZXLfPHJhMdvc|Foster The People|1|0
17KMGAxvstqpaHy7JnxI51|Gayathri Suresh|1|0
02tdlcWysk429Q3xMT62L7|Vishnupriya|1|0
2YJMQh9M51s5rlpXPF7dgt|Karuna|1|0
5RLf6T6tr09kXGPAvIkcFx|Naren Balakumar|1|0
7EUjDdRgLHcgFIL4sfhvFo|CDB|1|0
