song_id|song_name|artist_id|artist_name
4cSzKsdbjNAOXvoW6lyuit|Live It Up|6PFydyUHMKD2jm5NXzRPiK|Mental As Anything
5Mpv9nVsGrDmCGTaYhKlRI|The Game of Love (feat. Tina Turner)|1zuJe6b1roixEKMOtyrEak|Tina Turner
5hE3T2329sdMmIrHxjhQDL|Selling The Drama|6eoJpTIlcuxJNjV5fDzDJH|Live
2qximHwGjfuXUqwQSJujO9|Dance Hall Days|6Zh3xrWlA0SA9Fsfj9AVwm|Wang Chung
5cOM0fTHceCkJVwuyHdMnk|Who Can It Be Now?|0f3EsoviYnRKTkmayI3cux|Men At Work
6xaYStR8hIimvEmKLwv4Gh|The Lady Don't Mind - 2005 Remaster|2x9SpqnPi8rlE9pjHBwmSC|Talking Heads
71RVcxj9HH4r6bkxG7spaQ|Never Be the Same|6rHWAH6F4mr2AViSxMV673|Jessica Mauboy
5RZKc9QMPPryOAasv4Px83|One Step Ahead|0Upmz8QvuLAkKAfRlJYWTL|Split Enz
328vwrjOdWDdsU3Ekod8Kf|Love Don't Die|0zOcE3mg9nS6l3yxt1Y0bK|The Fray
3qOaUQY6WgwzfGbFCJTMYy|This Is Who I Am|5M0fvL9GMc2zTuIIQwresj|Vanessa Amorosi
7t9Z7Mhhs6ugsUua0FwKSW|Janie's Got A Gun|7Ey4PD4MYsKc5I2dolUwbH|Aerosmith
4cSgZWBDy3UkpflrBt3TE6|Opportunity|1qAMxE8YRo3KREMiKiyUkV|Pete Murray
19EQUqnUXEeiBrY10JhPEF|It's My Life|0cQbJU1aAzvbEmTuljWLlF|No Doubt
5iz5s7IrFaEVDpW4jLVMH8|Hot In The City - Remastered|7lzordPuZEXxwt9aoVZYmG|Billy Idol
1BZMMt9H0TheQGWQy44KmO|Only The Lonely - Remastered 1999|6scOultrkXrQsClcbGKM7e|The Motels
6ovi9wKjEIESSqESyNbR45|All My Life|0tTLmQvo0tn8vYlpJpA2no|Thirsty Merc
5xEM5hIgJ1jjgcEBfpkt2F|Complicated|0p4nmQO2msCgU4IF37Wi3j|Avril Lavigne
5kIMtksXc3pqb1TuMoFUps|Dedication To My Ex (Miss That)|1Xfmvd48oOhEWkscWyEbh9|Lloyd
4lAYMPLPFOovwTCmtTt9b5|I'm A Believer|2iEvnFsWxR0Syqu2JNopAd|Smash Mouth
7tEtjwh0pU7NDwkRYFEfyz|Cream - Without Rap Monologue|5a2EaR3hamoenG9rDuVn8j|Prince
29EBxowQLWmme80TsxIGnU|Tubthumping|0TcYeHEK9sBtv7xPbKhzHz|Chumbawamba
3KxkWJ1IRs2o9Cx0UHDU5D|Pour Some Sugar On Me|6H1RjVyNruCmrBEWRbD0VZ|Def Leppard
0qsbfZxW8GDJhyVFhSjWBy|Two Princes|2PSiyldxmJze7xiqbz658m|Spin Doctors
7IBJfXwBlrrdkGqpQzOFgb|Tell It to My Heart|32lVGr0fSRGT6okLKHiP68|Taylor Dayne
0kKH5X50xO6ArDxAjW7Py1|Rag Doll|7Ey4PD4MYsKc5I2dolUwbH|Aerosmith
48PBqbMjiYPq3VsY7vG5n4|I Was Made For Lovin' You|07XSN3sPlIlB2L2XNcTwJw|KISS
084rSHN2xIfUrwShDgzk1Q|I Wanna Dance with Somebody (Who Loves Me)|6XpaIBNiVzIetEPCWDvAFP|Whitney Houston
7CR06UPgZvsd2Y3MNjIVnA|Keep on Loving You|55vs7NT1KxcFjbMC4y202E|REO Speedwagon
3ad1MVf3CUFCWW1EyMc9kk|Heaven Must Be Missing An Angel - Pt. 1|3LfO03nEZMdWNHG2tLpMa0|Tavares
1w1gPryZkguMGep2ErLTh9|Hold On My Heart|3CkvROUTQ6nRi9yQOcsB50|Genesis
4SEZthmPtszZPaktPLRX6J|F**kin' Perfect|1KCSPY1glIKqW2TotWuXOR|P!nk
5SEPHn2kcrgsi1ilpPS9s3|In The Shadows - Radio Edit|76ptJV8617638xrpeoUtzl|The Rasmus
7sd35hKd2Jg4AQBNZeC5JL|Don't Go|1G1mX30GpUJqOr1QU2eBSs|Yazoo
1bGQ57jxWpqBWMMw1X9ni7|Rehab|6Q192DXotxtaysaqNPy5yR|Amy Winehouse
5VpJrXw5GRP0tSFXAzrRM5|Look Away|3iDD7bnsjL9J4fO298r0L0|Chicago
3dD8DdQ6tsqOPurr22SwxZ|New Sensation|1eClJfHLoDI4rZe5HxzBFv|INXS
1qzDjMUQ2XQ5xUMRLyRT90|It's My Life|7Fo8TAyGJr4VmhE68QamMf|Talk Talk
3xgkb4lG5ydv4lvPnu0siO|Sowing The Seeds Of Love|4bthk9UfsYUYdcFyqxmSUU|Tears For Fears
19cma9gSPAHWriLDw6NFio|Unchain My Heart|3pFCERyEiP5xeN2EsPXhjI|Joe Cocker
1ckCAIKgbrIl2kjYyH86pJ|Love Is A Battlefield - Remastered|43mhFhQ4JAknA7Ik1bOZuV|Pat Benatar
1Rvl8qsKJurfFTyWLBI9ib|Baby, I Love Your Way|0Jeckitay8SbvKwqAzWuYH|Big Mountain
1rG2EZw9GJuBPleLhS64sn|Loverboy|5IDs1CK15HegSAhGEbSYXo|Billy Ocean
1yN2z5XVtaAOYGdeEqEuqd|Lemon Tree|0jRqFvRKCDryHOgrgFqsKG|Fools Garden
24hkkk7UZRHG84Jdawn4gw|The Shoop Shoop Song (It's In His Kiss)|72OaDtakiy6yFqkt4TsiFt|Cher
0xLGOmJdH8kgFLsyVixc6S|Quit Playing Games (With My Heart)|5rSXSAkZ67PYJSvpUpkOr7|Backstreet Boys
09uma8kvpf699ailOSlzds|Captain Jack - Short Mix|1b81zU0IfjHE8krv2IZ0Hf|Captain Jack
3wJLGGWRy72Du2seu71JzQ|My Hometown|3eqjTLE0HfPfh78zjh6TqT|Bruce Springsteen
3SfD5SZnyWons9BQbfxkhu|Three Days In A Row|6ltVunYjAAD70YtVO6rxvX|Anouk
1dZMEjZmVBiY52miIEc6r4|Belle Helene|58hFVpwYRp8sQdtANcMpiE|Doe Maar
0JhKJg5ejeQ8jq89UQtnw8|Levels - Radio Edit|1vCWHaC5f2uS3yhpwWbIA6|Avicii
2XEZ7vNowkcxPDbehugy3Q|Weekend Love|1iTlOqIrZy8DlvCPJY2sjS|Golden Earring
2ewWHECQ6LRCqd659StkHM|Relax|1mZu3rO7qSD09GdDpePHhY|Frankie Goes To Hollywood
3X5zOPjpACpM81L08M23bJ|Sussudio|4lxfqrEsLX6N1N4OCSkILp|Phil Collins
2IPMhUHwZix0NUg36uL0Bf|Powerless (Say What You Want)|2jw70GZXlAI8QzWeY2bgRc|Nelly Furtado
0RAPMP5Hm91ug3AiYcOz2m|Year of the Cat - Single Version|0DW7boyjvbaSP3OJ72sXgC|Al Stewart
2FRtY9Z76FgbyuUo8l0v7C|No Limit|5qjCzlxzRSeVyM7neVRrL3|2 Unlimted
1jnUXW29r0JgYRcQmC3gIp|Het Is Een Nacht... (Levensecht)|2ZywabPnRCoHjfPJfQavrA|Vagant
0vHLnBlZoqeogzqyCOT6mL|The Devil Made Me Do It|1iTlOqIrZy8DlvCPJY2sjS|Golden Earring
7apXa7SVYQGZ60Ky1nflHd|Lightning Crashes|6eoJpTIlcuxJNjV5fDzDJH|Live
294DpgHLbYJBL8jFUUBvWZ|Daughters|0hEurMDQu99nJRq8pTxO14|John Mayer
1ul5qfyCgX2J6F1mNY6TxG|Better Days|3eqjTLE0HfPfh78zjh6TqT|Bruce Springsteen
0yHhDpBAZWpd6dlZMQgU49|Hips Don't Lie|0EmeFodog0BfCgMzAIvKQp|Shakira
5HW3joBaGgCn9vdraZIKpA|La Camisa Negra|0UWZUmn7sybxMCqrw9tGa7|Juanes
2NwXOuYLEbyhlQzDtoANul|Sitting Down Here|5TrH0BhpRgs2gkOb992bGC|Lene Marlin
6Q2dk1L9uCTzYODYaYzO69|Fading Like A Flower (Every Time You Leave)|2SHhfs4BiDxGQ3oxqf0UHY|Roxette
6Gm1Eym26iEc9H6wkwbKYm|Big Girl (You Are Beautiful)|5MmVJVhhYKQ86izuGHzJYA|MIKA
2V2pxcEfn5zs79sE7qcewA|Now And Forever|0grdhNhiRLFBaFVyybqsj6|Richard Marx
7lOjYEj3Ga1TNwv8f49U0g|"Out Of Reach - From ""Bridget Jones's Diary"""|7rftfGIYEeZ79sLb58ZBDi|Gabrielle
6fvZwoOMEMy2LBbLtdznHE|The Sweet Escape|4yiQZ8tQPux8cPriYMWUFP|Gwen Stefani
6fvZwoOMEMy2LBbLtdznHE|The Sweet Escape|0z4gvV4rjIZ9wHck67ucSV|Akon
5yVkWdTFlPrnUjnA24ta3M|Upp Ã¶ver mina Ã¶ron|5LQ1P7IYESUDM9ebSiIlcj|Eriksson Glenmark
39HGBiY1Q2jMqDP1eY30V4|The Drugs Don't Work - Remastered 2004|2cGwlqi3k18jFpUyTrsR84|The Verve
5NZTNM1pFBShTIwPH1V69K|Life Is A Rollercoaster|3nlHsNqwCSvT988ZfSW1Yh|Ronan Keating
1VDR5Pwkz1U8UobjZeg7IB|No Promises|6H4lieipng8aGu3Hbd1UeJ|Shayne Ward
6hDH3YWFdcUNQjubYztIsG|Everybody (Backstreet's Back) - Radio Edit|5rSXSAkZ67PYJSvpUpkOr7|Backstreet Boys
4aEMIa6wH22XoYoh1JYCh5|Oh Father|28WJiPB1WvNQzMLwM5Hb7G|Linda Sundblad
36eDdt2Ao71EuN4bMGrL4h|We Weren't Born To Follow|58lV9VcRSjABbAbfWS6skp|Bon Jovi
3yWycSgVhOm1PUwTHryhcB|(I Wanna) Make Love to You|63Fx3pGfBPY8iKByqXEbIg|Hanne Boel
2bJtJv5NGkYUFP6prU3WSg|Cose Della Vita (with Tina Turner)|61J0BktHv7PuP3tjTPYXSX|Eros Ramazzotti
5rN6eummWzwLTQxXZcyeCY|Walking On The Milky Way|7wJ9NwdRWtN92NunmXuwBk|Orchestral Manoeuvres In The Dark
7Fv96yqjGTHJCgRuBRrOeO|Love Story|06HL4z0CvFAxyc27GXpf02|Taylor Swift
4tQ5Bk3dE3u83t6ShNdntI|Johnny Cash & Nina P.|1muQ9itiu5KB1WiqehGoSy|Pernilla Andersson
7bljdWZ5t9VqfBbGFjwZ98|Sailing On The Seven Seas|7wJ9NwdRWtN92NunmXuwBk|Orchestral Manoeuvres In The Dark
4CpYXHflZaCMzIqszSVZp8|Shape of My Heart|5rSXSAkZ67PYJSvpUpkOr7|Backstreet Boys
588wm4NEtOiTHT2N58enQ6|Every Way That I Can - Philippe Laurent from Galleon Radio Edit|4W31XN2JH8mC54NkHdh04s|Sertab Erener
1chxaAe7Or1WgivPGPkfiN|Love Shine A Light|0eUVbl6fC6fVsT7xnkSzVJ|Katrina
4yCaS5irbjklpxuMqcGYqo|If You Ever|7rftfGIYEeZ79sLb58ZBDi|Gabrielle
7nTTpRxhYvFdewPldfOzya|Chasing Pavements|4dpARuHxo51G3z768sgnrY|Adele
4Lr1b1FoAa4Nj8Mu8DASeF|Lovin' Each Day|3nlHsNqwCSvT988ZfSW1Yh|Ronan Keating
4wjTmQikELGmAPpXibB8fR|Thorn in My Side - Remastered|0NKDgy9j66h3DLnN8qu1bB|Eurythmics
4wjTmQikELGmAPpXibB8fR|Thorn in My Side - Remastered|5MspMQqdVbdwP6ax3GXqum|Annie Lennox
0gQtd0FQjuJSsuK2qHFYoF|En del av mitt hjÃ¤rta|518rTAIFPwQjLUSi4Pdzzn|Tomas Ledin
648BMGrt98kUbLo24A4vgj|Hip To Be Square|7A9yZMTrFZcgEWAX2kBfK6|Huey Lewis & The News
6pzLxfaOuXD6QxAkcKDukY|Happy Birthday|7guDJrEfX3qb6FEbdPA5qi|Stevie Wonder
3WUbVS0J4Ulf0XZR6LNRnh|Eh, Eh (Nothing Else I Can Say)|1HY2Jd0NmPuamShAr6KMms|Lady Gaga
5RJDWrV6zKS8DipdznT2K4|Real to Me|5ny07v4RRsvdv1uQVplMry|Brian McFadden
5Cmwme624iKaqaSKTLcBWP|En dag|0PnNyzP7CgoDXZHr6cWOyq|Tommy Nilsson
59sBlqdt1TdajPB2c1hyjn|It's Not Unusual|1T0wRBO0CK0vK8ouUMqEl5|Tom Jones
3fjmSxt0PskST13CSdBUFx|Somewhere I Belong|6XyY86QOPPrYVGvF9ch6wz|Linkin Park
7hRxl2xG3EswLPV9nnBCbh|This Is Tomorrow|5RNFFojXkPRmlJZIwXeKQC|Bryan Ferry
3mqRLlD9j92BBv1ueFhJ1l|Parklife|7MhMgCo0Bl0Kukl93PZbYS|Blur
7H5pcD7tFMxChFKl1f2NWF|Tell Me How It Ends|0afemm9P2Bb2LL99xHY32n|Bernard Fanning
7pLPpTvMosiIheeOOr13TZ|Little Green Bag - Single Edit|2MGJBRRGEj9m6MxJIq7fLn|George Baker Selection
7G59kyPk4OQQdNU5nxD2g1|Don't Wanna Be The One - Remastered Version|72KyoXzp0NOQij6OcmZUxk|Midnight Oil
1YiAY1oCmkFjUabQL9gos4|Dream Police|1LB8qB5BPb3MHQrfkvifXU|Cheap Trick
6vFD3c1WI1zuKoyk22dMw3|Little Things|5aYyPjAsLj7UzANzdupwnS|Good Charlotte
2qmAotLtyj5KsxkXmf8pA6|Like A Dog|6LBCQo20ri3tsvbsWWLmr6|Powderfinger
6Zna6WSx8TC0BpLiYrl0v5|Flagpole Sitta (Harvey Danger Cover)|4ZIBrskTJWmkJUvM7uAu1o|Chiodos
6I2fBKpzDk9JnkvbShqQhz|Back On The Borderline - Remastered Version|72KyoXzp0NOQij6OcmZUxk|Midnight Oil
4TOMI010Sd4ZAX4aZ5TS85|Perfect Day|42TFhl7WlMRXiNqzSrnzPL|Lou Reed
5X76oXHcR5uCXali0gOyX5|White Room|74oJ4qxwOZvX6oSsu1DGnw|Cream
4b8GTae6rqb9oPiRzVa3Gy|Loser|3vbKDsSS70ZX9D2OcvbZmS|Beck
43G3McVkRa8V7oGQzfQuRr|Let's Go|6DCIj8jNaNpBz8e5oKFPtp|The Cars
2BcvvHttiZRvguFM4hR398|Sunshine Of Your Love|74oJ4qxwOZvX6oSsu1DGnw|Cream
3OtIgLTHpPYez3WmDN2iYZ|Leaving Home|6L9bfTvOEA9BOJEIBhU4ln|Jebediah
6OtcUPLhHkbHbt1R4eXIBY|We Gotta Get Out Of This Place|2PeqTZKroEc2oDwTfmB2al|The Angels
3PydlGP8zsoacmusRJM48t|China Girl - Single Version; 2014 Remaster|0oSGxfWSnnOXhD2fKuz2Gy|David Bowie
6rjnerQgUeybcU0oTtpuY0|Cathy's Clown|7GvCdRq4iHNQDsGlPWOycw|You Am I
2O2n8eF4e7qfeUGcFwWQFp|The Dead Heart|72KyoXzp0NOQij6OcmZUxk|Midnight Oil
6OzX6yfsK7Bbp5qPSgjdbP|Gravity|7o9kdTx6RmO12iAVVsNehd|The Superjesus
4itLOfCbRg1kBxqCyPYpzu|d.a.f|6LBCQo20ri3tsvbsWWLmr6|Powderfinger
7qCIP5KHYy9HuXbEEWzmC7|Pure Massacre|4iudEcmuPlYNdbP3e1bdn1|Silverchair
1FJO2MPBG2R9HfuC0jtfIf|(Baby I've Got You) On My Mind|6LBCQo20ri3tsvbsWWLmr6|Powderfinger
2vX5WL7s6UdeQyweZEx7PP|Walk This Way|7Ey4PD4MYsKc5I2dolUwbH|Aerosmith
55OjNE2lCUX19YsiwjmtYX|Super Freak|0FrpdcVlJQqibaz5HfBUrL|Rick James
6uJrLZzBxS4JewGnihjNzM|Rockafeller Skank|4Y7tXHSEejGu1vQ9bwDdXW|Fatboy Slim
59f2uCctfGg5jjO8HpL4Uk|Prisoner of Society|3ExT45ORJ8pT516HRZbr7G|The Living End
58qEQujDJy5ma0cWRnB6dh|Is This Love|2QsynagSdAqZj3U9HgDzjD|Bob Marley & The Wailers
26zWdOUpB6P9E9OtQQc0qp|Fight The Power|6Mo9PoU6svvhgEum7wh2Nd|Public Enemy
1hVAlfoZDcfCV0SjNPWfLQ|Together In Electric Dreams - 2003 - Remaster|1aX2dmV8XoHYCOQRxjPESG|The Human League
0kUBk3PnCat4oPvTlNsStp|One|2ye2Wgw4gimLv2eAKyk1NB|Metallica
4HUtl3utOjpVEEXiXJmXVj|She Works Hard For The Money|2eogQKWWoohI3BSnoG7E2U|Donna Summer
7xduZpxWTAnxeBFQGbHWTa|Professional Widow - 2016 Remaster|1KsASRNugxU85T0u6zSg32|Tori Amos
0AvV49z4EPz5ocYN7eKGAK|No Diggity|6DPYiyq5kWVQS4RGwxzPC7|Dr. Dre
5nPdMALTEd7HOjn16oNf2X|Don't Go Breaking My Heart|4vjGlQWexbru6aOUCLTVir|Kiki Dee
1WKLxJpDqkQ9x1qEDNutoX|2 Baddies|7f4ignuCJhLXfZ9giKT7rH|NCT 127
6BKOhvRPY54uvfqWwg7MKi|Up & Down|1xs6WFotNQSXweo0GXrS0O|EXID
4Ws314Ylb27BVsvlZOy30C|Lovesick Girls|41MozSoPIsD1dJM0CLPjZF|BLACKPINK
4aHqVuUrfYMPro2bqn5Fse|Turn Back Time|1qBsABYUrxg9afpMtyoFKz|WayV
5xfGmBYIy5EfWvqlT9vkRB|Bad Alive|1qBsABYUrxg9afpMtyoFKz|WayV
7ixVW7RobslvMrvlzHYLha|Cheshire|2KC9Qb60EaY0kW4eH68vr3|ITZY
7n2FZQsaLb7ZRfRPfEeIvr|ELEVEN|6RHTUrRF63xao58xh9FXYJ|IVE
5PfVBaw9AWrirnNhVRCexe|DICE - Instrumental|28ot3wh4oNmoFOdVajibBl|NMIXX
1OqDvYVDhJyFZny7XlfIyZ|Let Go|3Nrfpe0tUJi4K4DXYWgMUX|BTS
2A5oB7YSCCHaXkPxZuCFfZ|BAAM (inst.) (Instrumental)|5RR0MLwcjc87wjSw2JYdwx|MOMOLAND
4BaNhDZQSujIgRzSldzUCf|Back In Vogue - Instrumental|4jCGRzuZkwo8CxboiANMEU|AleXa
3D7v5jf65I2bNdl4VA5zOZ|Snake|4ygdhRUrQC8M210MBWHBQZ|Medusa
332GJ8ykVuEt3jOT1sy7j6|Hello Future|1gBUSTR3TyDdTVFIaQnc02|NCT DREAM
5Uy79u5zGHEe88j81sUs4f|Sucker Punch!|1khChLj7REGqjM043PlYyn|Xdinary Heroes
0mH0GOGJR5LozMK9DupgAO|Pirates|1khChLj7REGqjM043PlYyn|Xdinary Heroes
1nX6zj8G3UF6edXU71ILfV|Awaken|2dIgFjalVxs4ThymZ67YCE|Stray Kids
02gZBM6ZAxTYgyMpOdcTE6|ROCK (ëŒ) ROCK|2dIgFjalVxs4ThymZ67YCE|Stray Kids
6SzCDH4tcbbBzB97e85YZ7|Voices|2dIgFjalVxs4ThymZ67YCE|Stray Kids
59k7NnrfR6gCWVFk6k1CUK|Question|2dIgFjalVxs4ThymZ67YCE|Stray Kids
3IX5K3yLw6qzCJqKV4BY91|My Side|2dIgFjalVxs4ThymZ67YCE|Stray Kids
5iIpbD34k4wnuRMZDNnuWf|I'm Not Cool|3UwlejyX2b458azZ7eCnHb|HyunA
5eIB5RjmpZTE2S83gvekvz|B Me|2dIgFjalVxs4ThymZ67YCE|Stray Kids
2vdkN2NSQ5mxqNGg7sJUxs|ICY|2KC9Qb60EaY0kW4eH68vr3|ITZY
5nCwjUUsmBuNZKn9Xu10Os|Celebrity|3HqSLMAZ3g3d5poNaI7GOU|IU
2U6RSyXFnDVNYoD9iUgi09|Bomb Bomb|2JhAlkmukNvarUpGhTFXUQ|KARD
4qMt92hgQlJMyJjdI0Nw2h|GUNSHOT|2JhAlkmukNvarUpGhTFXUQ|KARD
7uQZVznj0uQOGC9KhV2Mg6|LALISA|5L1lO4eRHmJ7a0Q6csE5cT|LISA
2Z7DOCFmui7BBB8vbLlgR1|Life's Too Short - Instrumental|6YVMFz59CuY7ngCxTxjpxE|aespa
0ffweDHrg4bZqdG4IfGYuo|Pied Piper|3Nrfpe0tUJi4K4DXYWgMUX|BTS
4SpgVSezcM4CQKu2eeodhh|MotoSpeed 24|6UbmqUEgjLA6jAcXwbM1Z9|BIBI
2hP0BkoawxEbnT78BlcILq|JOTTO|6UbmqUEgjLA6jAcXwbM1Z9|BIBI
2Nib4r0saYQf2pUV4RFDhl|Interlude : Shadow|3Nrfpe0tUJi4K4DXYWgMUX|BTS
0YVZFDS0MfqAkAmNtGgESq|Spread My Wings|2dIgFjalVxs4ThymZ67YCE|Stray Kids
2hUtmRMAUfOkdGh9CjHeAD|Ready Now|2jAhpp38AMZvTHud2OJbvM|KIM WOOJIN
6juLaduD4STCUDWT0AYun4|MORE|2AfmfGFbe0A0WsTYm0SDTx|(G)I-DLE
4eDYMnqwlK0j7yc1jMRUVS|Fine|3qNVuliS40BLgXGxhdBdqu|TAEYEON
1qq7YnBOcXtfX3tCCMJllG|Black on Black|48eO052eSDcn8aTxiv6QaG|NCT
1qq7YnBOcXtfX3tCCMJllG|Black on Black|7c1gShRDfvdV0zlflJDOdZ|NCT 2018
65FftemJ1DbbZ45DUfHJXE|OMG|6HvZYsbFfjnjFrWF950C9d|NewJeans
06PapYCtVDlprJPgGELabn|Attack on Bangtan|3Nrfpe0tUJi4K4DXYWgMUX|BTS
3kwr2hlIDwmwVAjKC7zshR|Ven para|73B9bjqS2Z5KLXNGqXf64m|Weeekly
5sbooPcNgIE22DwO0VNGUJ|POP/STARS|0tRFWXqKBBQcu5oFVOgVzX|Jaira Burns
7gi78So1cUdeqgJKb8Y7oM|Rainism|5L4EafeXwZ0stGuPtGr5Tz|Rain
5HiSc2ZCGn8L3cH3qSwzBT|ëŸ¬ì‹œì•ˆ ë£°ë › Russian Roulette|1z4g3DjTBBZKhvAroFlhOM|Red Velvet
1117juaaAkSIUsQxTmmcKM|Pretty U|7nqOGRxlXj7N2JYbgNEjYH|SEVENTEEN
6t7WriKgVszATnrdBKSUAf|Just One Day|3Nrfpe0tUJi4K4DXYWgMUX|BTS
3VMeAc0SlgLaS9RzA8TSxH|Deep end (Felix)|2dIgFjalVxs4ThymZ67YCE|Stray Kids
1J0qupz0gVGSB5jcRY35tL|Maknae On Top (I.N)|4qy7HANJDOZRObts4Z0KSV|Bang Chan
2wVDWtLKXunswWecARNILj|SOLO|250b0Wlc5Vk0CoUsaCY84M|JENNIE
52CBUrIdyf8tbZaUY9iawE|After School|73B9bjqS2Z5KLXNGqXf64m|Weeekly
12gIiC7uS9fvSVTvu66YDO|Wonderland (From â€œAmerican Song Contestâ€)|3pPClIZCqgahG8bguvacGh|American Song Contest
4yTvTZ68CSpqV1T6AuGikB|Yummy Yummy Love|1GDbiv3spRmZ1XdM1jQbT7|NATTI NATASHA
767gRjedAWnbUer6ARRS8d|Candy Sugar Pop|4pz4uzOMpJQyV8UTsDy4H8|ASTRO
1fdlTXD7obDyqOpx96BEL9|MAISON|5V1qsQHdXNm4ZEZHWvFnqQ|Dreamcatcher
2jL9sjFc2LZsQBGbQnrjXR|Time for the moon night|0qlWcS66ohOIi0M8JZwPft|GFRIEND
6wNKKoUQfLPmch7cqSFytV|Butterfly|52zMTJCKluDlFwMQWmccY7|LOONA
4SiwxGPQzlG2r4zatpEzLc|SLOW DOWN|01XYiBYaoMJcNhPokrg0l0|STAYC
0CIJjPU8FDKijaWmTjU6iG|SSICK|2dIgFjalVxs4ThymZ67YCE|Stray Kids
6J6C4MvMeIxNMxysfkyMKU|Blockbuster feat. YEONJUN of TOMORROW X TOGETHER|2Mo2yHjmrDRZW7yRuJwR2w|YEONJUN
314ZkcV7oLWG8yWE7LABvH|Make It Right (feat. Lauv)|3Nrfpe0tUJi4K4DXYWgMUX|BTS
4d5nIJDm92XcbBHVXxjpWI|The Truth Untold|77AiFEVeAVj2ORpC85QVJs|Steve Aoki
58mfBDcqsmFuP4ywJ5AuWx|OK!|3paGCCtX1Xr4Gx53mSeZuQ|NCT U
26vOBLHS116a4WNUVlvAUW|We Go Up|1gBUSTR3TyDdTVFIaQnc02|NCT DREAM
7oEm5Q1virEUB9H0XjWZzF|Donâ€™t Need Your Love|28y6CyJNkGNjJQKrlx4AmN|HRVY
2iPxDFeN27VrKgGdZ0AIKw|Whiplash|7f4ignuCJhLXfZ9giKT7rH|NCT 127
67gusSJWD5yC8FdqUgSLqt|Boom|7f4ignuCJhLXfZ9giKT7rH|NCT 127
5vaor8pp494Z8AZtIpmpda|EL DORADO|3cjEqqelV9zb4BYE3qDQ4O|EXO
5MwfxCtqMFGYp9Nc1BkTrS|Wow Thing|2PSJ6YriU7JsFucxACpU7Y|CHUNG HA
2n0oy8RGDpy6WGcLImTteI|These Nights|2PSJ6YriU7JsFucxACpU7Y|CHUNG HA
4b1sQpvL7QVgamRZ74F1oA|Don't Recall|2JhAlkmukNvarUpGhTFXUQ|KARD
6gorwqDJ7bsdCHcVs5uS9u|HERO|4TnGh5PKbSjpYqpIdlW5nz|MONSTA X
5YAO57ujV1cs5eubzyOL1E|ê¸´ ë°¤ (feat. GIRIBOY)|2bWTIIQP9zaVc55RaMGu7e|Seori
5YAO57ujV1cs5eubzyOL1E|ê¸´ ë°¤ (feat. GIRIBOY)|2MtHuR0W2idZdF7x4wddqq|GIRIBOY
1FP2jE6moLiHoNUaWTUyJc|Can't Stop This Party|2bWTIIQP9zaVc55RaMGu7e|Seori
3eHkFA3StDR9BU7EVrUFLs|WINE (Feat.Changmo) (Prod. SUGA)|1mORehSVEd7lcaT2d7Sl2K|SURAN
3eHkFA3StDR9BU7EVrUFLs|WINE (Feat.Changmo) (Prod. SUGA)|3hvinNZRzTLoREmqFiKr1b|CHANGMO
0PjHy467ibxqdHESZPlB7Z|JUST DANCE|46xho3H2n0wfVTMpbJOj2h|MIXNINE
3IRR7SWdHVojpCWfnwM2Vs|1+1=0 (Feat. DEAN)|1mORehSVEd7lcaT2d7Sl2K|SURAN
3IRR7SWdHVojpCWfnwM2Vs|1+1=0 (Feat. DEAN)|3eCd0TZrBPm2n9cDG6yWfF|DEAN
780nTLMKXf6kX1B2yq1dFa|I Loved You|5TnQc2N1iKlFjYD7CPGvFc|DAY6
4DKDfm5OLW1dIOEAH76Zmg|WooAh HIP|4RYQvLQe6W9FuaLp3x8hob|MAMADOL
46E1ic6n099e76t5J1TbHn|View|2hRQKC0gqlZGPrmUKbcchR|SHINee
5C2d3tz8WACjmw7T6TthQ2|Lip & Hip|3UwlejyX2b458azZ7eCnHb|HyunA
6TzU11huC8Hz4FVEsvCeE7|Sparkling|2PSJ6YriU7JsFucxACpU7Y|CHUNG HA
3lYvepDz6yYj29z7e4r5z0|FXXK IT|4Kxlr1PRlDKEB0ekOCyHgX|BIGBANG
3y7ByLZ05tluscOTRgEJ9Y|Palette (feat. G-DRAGON)|3HqSLMAZ3g3d5poNaI7GOU|IU
6CBA5xTE7Z4cyA9rzlhFdA|I Love It|0rW6fVd3yuW2CF2sLYWQtE|Dok2
0Zgm8eaoRCq4RZRw8yzWQJ|Get It|0CmvFWTX9zmMNCUi6fHtAx|THE BOYZ
7rKMXlgVwSGrbWRA2S35Bg|Elevator Girl|630wzNP2OL7fl4Xl0GnMWq|BABYMETAL
1bjS8f6duDGk1lQlhbJDLg|Elevator Girl|630wzNP2OL7fl4Xl0GnMWq|BABYMETAL
0iuZMy88H6vxDA2oaJNhJg|Perfect World|7n2Ycct7Beij7Dj7meI4X0|TWICE
3yXUG6wZczeYgCE3L0z2pD|Intro : Walk the Line|5t5FqBwTcgKTaWmfEbwQY9|ENHYPEN
3TgPwLFXV6GEIsDZANHktY|Flicker|5t5FqBwTcgKTaWmfEbwQY9|ENHYPEN
2RmGQmFyJetffds9FSRm3c|Foreshadow|5t5FqBwTcgKTaWmfEbwQY9|ENHYPEN
2qxk6ZQyhE6OKHCG448nIt|Billy Poco|5t5FqBwTcgKTaWmfEbwQY9|ENHYPEN
0jn8sYeWOdYHjdF2cBmF75|CRAZY STUPID LOVE|7n2Ycct7Beij7Dj7meI4X0|TWICE
